# Dataset: TUM
# Sequence: fr1desk
# First orb kf index 2
# Camera translation noise std: 0.02 m
# Camera rotation noise std: 0.0 m
# Landmark location noise std: 0.0 m
# Landmarks initialised with av depth: 1.0 m

20 1216 3917
517.306408 516.469215 318.64304 255.313989
0 0     5.460480e+02 1.658880e+02
0 457     4.528743e+02 1.965773e+02
0 458     1.970750e+02 1.289945e+02
0 459     1.340000e+02 3.540000e+02
0 460     3.224863e+02 3.463742e+02
0 462     5.339520e+02 1.486080e+02
0 463     5.231445e+02 1.504936e+02
0 464     5.076173e+02 1.368576e+02
0 465     1.851310e+02 5.673371e+01
0 467     5.583791e+02 2.239488e+02
0 468     5.457600e+02 1.656000e+02
0 469     2.090189e+02 3.160167e+02
0 470     2.044800e+02 3.096000e+02
0 471     3.456000e+02 3.084000e+02
0 473     5.460480e+02 2.194560e+02
0 474     4.622304e+02 1.648264e+02
0 475     5.148000e+02 1.824000e+02
0 476     1.308000e+02 2.112000e+02
0 477     5.125940e+02 1.841357e+02
0 478     4.926874e+02 1.761731e+02
0 481     4.790017e+02 1.721088e+02
0 484     5.303109e+02 1.934918e+02
0 519     1.642292e+02 2.149909e+02
0 1192     1.200000e+02 2.712000e+02
1 0     5.253121e+02 1.779840e+02
1 1     3.320000e+02 3.420000e+02
1 2     1.589760e+02 7.776001e+01
1 3     1.596000e+02 7.800000e+01
1 5     5.648487e+02 3.010868e+02
1 6     4.881600e+02 1.526400e+02
1 7     2.280000e+01 2.652000e+02
1 8     9.800000e+01 3.280000e+02
1 10     4.478977e+02 1.804032e+02
1 11     5.385600e+02 2.548800e+02
1 12     4.596480e+02 1.935360e+02
1 13     4.821121e+02 2.056320e+02
1 14     8.900000e+01 4.050000e+02
1 15     2.530000e+02 4.140000e+02
1 16     2.142720e+02 4.008960e+02
1 17     5.280000e+01 3.756000e+02
1 18     6.000000e+01 3.672000e+02
1 60     3.200000e+02 1.920000e+02
1 65     9.849601e+01 3.680640e+02
1 66     5.598721e+02 1.658880e+02
1 67     5.640000e+02 1.704000e+02
1 68     5.598721e+02 1.692058e+02
1 69     5.702401e+02 1.783296e+02
1 70     5.724000e+02 1.848000e+02
1 71     5.474305e+02 1.592525e+02
1 72     5.720000e+02 1.850000e+02
1 73     5.690000e+02 1.810000e+02
1 76     1.380000e+02 2.440000e+02
1 77     5.184001e+02 2.032128e+02
1 79     4.812000e+02 2.052000e+02
1 80     4.809600e+02 2.059200e+02
1 81     2.926265e+02 2.717246e+02
1 82     2.936218e+02 2.712269e+02
1 83     4.824000e+02 1.896000e+02
1 86     3.195003e+02 2.239488e+02
1 87     3.300480e+02 2.125440e+02
1 89     2.988000e+02 2.112000e+02
1 90     4.959360e+02 1.952640e+02
1 91     2.322432e+02 2.654208e+02
1 92     1.368576e+02 2.446848e+02
1 93     2.016000e+02 2.145600e+02
1 94     2.030000e+02 2.160000e+02
1 95     2.177280e+02 2.592000e+02
1 97     5.054400e+02 1.814400e+02
1 99     5.175706e+02 1.741824e+02
1 100     1.721088e+02 2.446848e+02
1 101     4.458240e+02 2.004480e+02
1 102     3.209933e+02 1.791591e+02
1 103     2.404800e+02 1.771200e+02
1 104     3.384000e+02 1.569600e+02
1 105     3.170000e+02 1.640000e+02
1 106     5.090000e+02 8.200000e+01
1 107     5.101057e+02 8.087041e+01
1 108     2.920000e+02 1.470000e+02
1 109     3.410000e+02 1.450000e+02
1 110     2.000610e+02 2.747106e+02
1 115     5.275239e+02 2.289255e+02
1 116     2.844000e+02 1.932000e+02
1 118     2.903040e+02 1.907712e+02
1 119     4.560000e+02 2.088000e+02
1 120     3.214081e+02 1.783296e+02
1 121     5.592000e+02 9.840000e+01
1 123     3.160000e+02 1.530000e+02
1 124     3.156000e+02 1.524000e+02
1 125     3.085517e+02 1.667175e+02
1 126     5.581440e+02 9.849601e+01
1 128     3.576960e+02 1.382400e+02
1 129     3.433882e+02 1.433273e+02
1 130     3.093120e+02 1.434240e+02
1 131     3.297025e+02 1.347840e+02
1 132     3.168000e+02 1.308000e+02
1 133     2.747106e+02 1.433273e+02
1 136     5.132161e+02 1.572480e+02
1 137     3.200000e+01 4.060000e+02
1 138     2.433600e+02 4.176000e+02
1 140     2.004480e+02 3.957120e+02
1 141     7.320001e+01 7.920001e+01
1 142     9.936000e+01 3.672000e+02
1 143     5.412000e+02 1.956000e+02
1 145     5.470000e+02 1.590000e+02
1 146     5.460480e+02 1.589760e+02
1 147     5.583791e+02 1.672151e+02
1 148     5.280000e+02 1.800000e+02
1 150     4.640000e+02 3.280000e+02
1 154     4.100000e+01 3.940000e+02
1 160     5.432833e+02 1.969920e+02
1 161     5.420000e+02 1.960000e+02
1 162     5.414400e+02 1.958400e+02
1 163     5.425920e+02 1.987200e+02
1 164     5.285193e+02 1.791591e+02
1 166     5.303109e+02 1.791591e+02
1 167     5.434492e+02 2.030470e+02
1 168     5.338940e+02 1.397441e+02
1 169     5.300122e+02 1.393459e+02
1 171     5.246209e+02 1.327104e+02
1 172     5.125940e+02 1.368576e+02
1 173     5.250000e+02 1.330000e+02
1 174     5.244000e+02 1.332000e+02
1 175     5.235840e+02 1.330560e+02
1 200     3.252000e+02 2.292000e+02
1 201     9.256552e+01 3.404023e+02
1 202     9.120001e+01 3.420000e+02
1 241     2.280000e+01 2.700000e+02
1 243     5.184000e+02 2.039040e+02
1 244     4.320000e+02 1.987200e+02
1 245     4.368000e+02 1.980000e+02
1 246     5.589763e+02 1.003291e+02
1 247     5.290000e+02 2.310000e+02
1 248     2.330000e+02 2.660000e+02
1 249     2.293236e+02 2.544059e+02
1 250     1.907712e+02 2.301696e+02
1 251     4.872961e+02 2.156544e+02
1 252     4.780800e+02 2.160000e+02
1 253     4.560000e+02 2.090000e+02
1 254     4.406400e+02 2.016000e+02
1 255     4.320000e+02 1.992000e+02
1 256     2.400732e+02 1.755759e+02
1 257     5.287681e+02 9.331201e+01
1 258     5.598721e+02 9.745921e+01
1 259     5.083200e+02 8.208000e+01
1 265     1.365120e+02 2.453760e+02
1 266     3.265920e+02 3.490560e+02
1 267     3.268800e+02 3.484800e+02
1 268     5.803200e+02 2.088000e+02
1 269     3.888000e+01 3.456000e+02
1 272     5.142529e+02 1.617408e+02
1 273     3.332359e+02 3.332359e+02
1 278     2.410000e+02 2.250000e+02
1 279     6.100000e+01 4.370000e+02
1 281     5.600000e+01 4.240000e+02
1 283     1.930000e+02 2.060000e+02
1 287     2.610000e+02 1.550000e+02
1 288     2.840000e+02 1.940000e+02
1 289     2.160000e+02 4.010000e+02
1 291     1.760000e+02 2.920000e+02
1 293     3.228000e+02 2.868000e+02
1 294     3.144000e+02 3.048000e+02
1 295     3.309466e+02 3.408999e+02
1 296     3.410000e+02 3.210000e+02
1 298     2.401920e+02 2.246400e+02
1 300     4.080000e+01 3.936000e+02
1 301     3.211200e+02 1.713600e+02
1 302     2.916000e+02 1.464000e+02
1 303     2.808000e+02 1.440000e+02
1 304     3.348000e+02 1.500000e+02
1 305     3.576000e+02 1.392000e+02
1 306     2.424000e+02 3.540000e+02
1 307     1.918080e+02 2.056320e+02
1 309     3.312000e+02 3.420000e+02
1 310     3.379969e+02 3.214081e+02
1 311     1.932000e+02 3.312000e+02
1 314     2.148000e+02 4.008000e+02
1 315     2.004000e+02 3.948000e+02
1 316     1.600000e+02 3.910000e+02
1 317     4.644000e+02 1.620000e+02
1 318     3.080000e+02 4.460000e+02
1 319     3.139200e+02 3.038400e+02
1 320     2.310000e+02 2.690000e+02
1 321     1.450000e+02 3.460000e+02
1 322     4.520000e+02 1.340000e+02
1 323     2.700000e+02 1.950000e+02
1 324     3.192000e+02 2.400000e+02
1 325     2.988000e+02 2.136000e+02
1 327     2.304000e+02 2.678400e+02
1 328     2.203200e+02 2.577600e+02
1 329     3.240000e+02 2.289600e+02
1 330     3.234817e+02 2.218752e+02
1 331     4.176000e+01 3.931200e+02
1 333     4.521600e+02 1.339200e+02
1 334     6.192000e+01 4.363200e+02
1 336     4.848000e+02 2.148000e+02
1 338     3.571200e+02 1.382400e+02
1 341     3.153600e+02 1.526400e+02
1 344     4.631040e+02 1.624320e+02
1 345     1.915200e+02 2.059200e+02
1 347     3.359232e+02 3.209933e+02
1 348     3.231360e+02 2.868480e+02
1 349     3.144960e+02 3.041280e+02
1 350     1.428000e+02 3.072000e+02
1 351     1.425600e+02 3.067200e+02
1 352     1.260000e+02 2.388000e+02
1 355     2.001600e+02 3.945600e+02
1 357     2.692800e+02 1.944000e+02
1 358     1.223424e+02 3.773953e+02
1 359     1.857600e+02 1.353600e+02
1 360     2.799360e+02 1.676160e+02
1 361     7.948801e+01 4.181760e+02
1 362     5.702401e+01 4.250880e+02
1 363     3.283200e+02 1.339200e+02
1 364     9.936000e+01 3.283200e+02
1 367     1.843200e+02 1.296000e+02
1 368     1.990656e+02 2.762036e+02
1 369     2.467584e+02 4.147201e+02
1 370     2.609280e+02 1.537920e+02
1 371     3.386880e+02 3.214080e+02
1 372     1.617408e+02 2.363904e+02
1 373     3.151873e+02 3.027456e+02
1 375     2.529792e+02 4.105728e+02
1 376     2.404800e+02 2.246400e+02
1 377     4.644864e+02 1.617408e+02
1 378     3.144960e+02 2.453760e+02
1 379     2.695680e+02 1.952640e+02
1 380     1.219277e+02 3.782247e+02
1 381     4.953600e+02 2.088000e+02
1 382     3.185050e+02 1.567642e+02
1 384     3.283200e+02 1.347840e+02
1 385     4.734720e+02 1.071360e+02
1 386     4.389397e+02 2.000610e+02
1 387     9.745921e+01 3.276288e+02
1 388     2.612737e+02 1.542759e+02
1 390     1.555200e+02 3.905280e+02
1 391     4.628276e+02 1.617408e+02
1 392     8.501761e+01 2.633472e+02
1 395     2.405376e+02 2.239488e+02
1 396     3.196800e+02 2.384640e+02
1 397     3.297025e+02 2.115072e+02
1 398     3.234817e+02 2.861568e+02
1 399     2.954880e+02 2.730240e+02
1 400     6.220801e+01 4.371841e+02
1 401     4.959360e+02 2.073600e+02
1 402     4.769280e+02 2.160000e+02
1 403     3.335040e+02 1.486080e+02
1 404     5.806081e+01 4.230145e+02
1 406     1.762560e+02 2.882304e+02
1 407     9.704449e+01 3.284583e+02
1 408     2.478367e+02 4.180378e+02
1 409     1.881170e+02 1.343693e+02
1 413     2.633472e+02 1.534464e+02
1 416     3.309466e+02 2.090189e+02
1 417     2.413671e+02 2.239488e+02
1 418     7.166363e+01 4.150518e+02
1 419     5.723137e+01 4.230145e+02
1 421     2.339021e+02 3.981313e+02
1 422     3.309466e+02 2.239488e+02
1 423     1.821451e+02 1.074954e+02
1 424     8.360757e+01 2.657526e+02
1 425     4.980623e+02 2.078245e+02
1 426     4.717856e+02 2.120049e+02
1 427     3.165144e+02 3.045704e+02
1 428     2.139955e+02 2.587853e+02
1 430     3.334349e+02 1.542759e+02
1 431     2.209629e+02 2.687386e+02
1 434     3.214081e+02 3.566592e+02
1 435     1.463132e+02 3.045704e+02
1 437     1.881170e+02 2.060329e+02
1 438     2.436564e+02 2.185741e+02
1 439     2.544059e+02 2.006582e+02
1 441     4.765631e+02 1.934918e+02
1 442     4.622304e+02 1.612432e+02
1 443     1.755759e+02 2.472395e+02
1 444     3.332359e+02 2.078245e+02
1 445     3.224864e+02 1.791591e+02
1 447     3.045704e+02 2.388788e+02
1 448     2.436564e+02 2.651554e+02
1 450     1.433273e+02 2.436564e+02
1 451     3.254723e+02 1.642292e+02
1 452     3.165144e+02 1.552712e+02
1 453     2.651554e+02 1.540768e+02
1 454     3.284583e+02 3.433882e+02
1 455     9.674590e+01 3.296527e+02
1 457     4.407314e+02 2.006582e+02
1 459     1.380000e+02 3.690000e+02
1 460     3.189032e+02 3.583182e+02
1 461     5.120000e+02 1.610000e+02
1 462     5.124000e+02 1.620000e+02
1 463     5.016454e+02 1.642292e+02
1 464     4.890240e+02 1.520640e+02
1 465     1.783296e+02 8.709121e+01
1 467     5.399655e+02 2.339021e+02
1 468     5.256000e+02 1.785600e+02
1 469     2.115072e+02 3.284583e+02
1 471     3.408000e+02 3.216000e+02
1 473     5.287681e+02 2.298240e+02
1 474     4.454093e+02 1.816474e+02
1 475     4.980000e+02 1.944000e+02
1 478     4.747715e+02 1.911030e+02
1 510     2.078245e+02 1.218282e+02
1 519     1.612432e+02 2.358928e+02
1 522     2.811802e+02 1.667175e+02
1 1192     1.224000e+02 2.904000e+02
2 0     5.391360e+02 1.935360e+02
2 1     3.530000e+02 3.470000e+02
2 4     2.980000e+02 3.380000e+02
2 7     6.100000e+01 2.680000e+02
2 9     5.774400e+02 2.736000e+02
2 10     4.613760e+02 1.969920e+02
2 14     1.212000e+02 3.972000e+02
2 15     2.748000e+02 4.116000e+02
2 16     2.361600e+02 3.988800e+02
2 17     8.640000e+01 3.696000e+02
2 18     9.200000e+01 3.630000e+02
2 57     3.939841e+01 2.799360e+02
2 58     2.130000e+02 2.400000e+02
2 59     2.880000e+01 2.606400e+02
2 60     3.410000e+02 2.070000e+02
2 65     1.296000e+02 3.646080e+02
2 66     5.760000e+02 1.857600e+02
2 67     5.772000e+02 1.860000e+02
2 68     5.748020e+02 1.841357e+02
2 69     5.847553e+02 1.990656e+02
2 70     5.856000e+02 2.004000e+02
2 71     5.619457e+02 1.762560e+02
2 72     5.870000e+02 2.010000e+02
2 73     5.840000e+02 1.980000e+02
2 81     3.135284e+02 2.806826e+02
2 82     3.135284e+02 2.786919e+02
2 84     1.860000e+02 2.436000e+02
2 86     3.404023e+02 2.358928e+02
2 88     3.340800e+02 2.462400e+02
2 90     5.121793e+02 2.115072e+02
2 91     2.550528e+02 2.737152e+02
2 95     2.413671e+02 2.662503e+02
2 97     5.232000e+02 1.968000e+02
2 98     5.356801e+02 1.918080e+02
2 99     5.325005e+02 1.891123e+02
2 100     1.987200e+02 2.540160e+02
2 101     4.603393e+02 2.156544e+02
2 103     2.649600e+02 1.900800e+02
2 105     3.370000e+02 1.780000e+02
2 106     5.250000e+02 1.020000e+02
2 107     5.266945e+02 1.016064e+02
2 110     2.221573e+02 2.830713e+02
2 111     3.480000e+02 2.330000e+02
2 112     2.678400e+02 2.471040e+02
2 115     5.434492e+02 2.418647e+02
2 119     4.723200e+02 2.232000e+02
2 120     3.412800e+02 1.915200e+02
2 122     3.283200e+02 1.828800e+02
2 127     3.260000e+02 1.660000e+02
2 131     3.504384e+02 1.513728e+02
2 134     4.176000e+01 2.505600e+02
2 136     5.287681e+02 1.745280e+02
2 137     6.700000e+01 3.980000e+02
2 139     2.436480e+02 4.008960e+02
2 140     2.239488e+02 3.919105e+02
2 144     5.736000e+02 1.836000e+02
2 145     5.610000e+02 1.760000e+02
2 147     5.733090e+02 1.851310e+02
2 148     5.440000e+02 1.960000e+02
2 149     5.287681e+02 1.537920e+02
2 155     2.563200e+02 3.974400e+02
2 157     3.015844e+02 4.001219e+02
2 160     5.581440e+02 2.142720e+02
2 163     5.572800e+02 2.116800e+02
2 165     5.374772e+02 1.576600e+02
2 166     5.482268e+02 1.970750e+02
2 167     5.613651e+02 2.209629e+02
2 168     5.449421e+02 1.567642e+02
2 169     5.474305e+02 1.555200e+02
2 170     5.474305e+02 1.990656e+02
2 172     5.275239e+02 1.517875e+02
2 174     5.388000e+02 1.524000e+02
2 175     5.385600e+02 1.526400e+02
2 194     7.084801e+01 3.352320e+02
2 196     4.907520e+02 2.246400e+02
2 200     3.456000e+02 2.436000e+02
2 201     1.194394e+02 3.408999e+02
2 202     1.209600e+02 3.412800e+02
2 204     5.723137e+01 2.786919e+02
2 232     3.600000e+01 4.116000e+02
2 241     6.000000e+01 2.712000e+02
2 242     3.153200e+02 2.794882e+02
2 243     5.339520e+02 2.194560e+02
2 244     4.507200e+02 2.145600e+02
2 245     4.520000e+02 2.160000e+02
2 246     5.733090e+02 1.194394e+02
2 247     5.450000e+02 2.440000e+02
2 248     2.580000e+02 2.750000e+02
2 249     2.579891e+02 2.615723e+02
2 250     2.160000e+02 2.401920e+02
2 251     5.028481e+02 2.298240e+02
2 252     4.939200e+02 2.304000e+02
2 253     4.728000e+02 2.232000e+02
2 255     4.512000e+02 2.160000e+02
2 256     2.651554e+02 1.899086e+02
2 257     5.432833e+02 1.140480e+02
2 258     5.743873e+02 1.181952e+02
2 259     5.241600e+02 1.022400e+02
2 266     3.507840e+02 3.473280e+02
2 267     3.484800e+02 3.528000e+02
2 268     5.947200e+02 2.246400e+02
2 270     1.886976e+02 9.538561e+01
2 273     3.547350e+02 3.368191e+02
2 274     6.840000e+01 4.272000e+02
2 277     2.670000e+02 2.470000e+02
2 278     2.650000e+02 2.350000e+02
2 282     3.560000e+02 1.660000e+02
2 284     2.652000e+02 1.896000e+02
2 286     2.160000e+02 1.480000e+02
2 287     2.850000e+02 1.700000e+02
2 288     3.060000e+02 2.060000e+02
2 291     2.030000e+02 2.960000e+02
2 293     3.450000e+02 2.950000e+02
2 294     3.360000e+02 3.120000e+02
2 296     3.590000e+02 3.280000e+02
2 297     2.676000e+02 2.460000e+02
2 298     2.664000e+02 2.352000e+02
2 302     3.124800e+02 1.612800e+02
