# Dataset: TUM
# Sequence: fr2robot2
# First orb kf index 20
# Camera translation noise std: 0.07 m
# Camera rotation noise std: 0.0 m
# Landmark location noise std: 0.1 m
# Landmarks initialised with av depth: None m

20 862 3551
520.90862 521.007327 325.141442 249.701764
0 0     4.095360e+02 4.233600e+02
0 254     1.810000e+02 4.260000e+02
0 271     4.620000e+02 3.550000e+02
0 282     1.399680e+02 2.557440e+02
0 397     5.909761e+02 4.271617e+02
0 398     3.384000e+02 4.248000e+02
0 399     5.530000e+02 4.180000e+02
0 400     4.262400e+02 3.902400e+02
0 401     1.090000e+02 3.630000e+02
0 402     4.628276e+02 3.533415e+02
0 403     4.210000e+02 3.540000e+02
0 404     3.600000e+01 1.440000e+02
0 405     5.250000e+02 2.940000e+02
0 406     5.000000e+02 2.900000e+02
0 413     3.027456e+02 3.462913e+02
0 423     2.060329e+02 6.867764e+01
0 453     3.691009e+02 2.695680e+02
0 554     3.390000e+02 1.250000e+02
0 556     1.524000e+02 2.964000e+02
0 572     1.990656e+02 1.016064e+02
0 731     5.130000e+02 1.090000e+02
0 732     5.136000e+02 8.880000e+01
0 738     5.125940e+02 8.957953e+01
0 739     5.255333e+02 8.957954e+01
0 740     5.123950e+02 1.039123e+02
0 742     5.011201e+02 2.332800e+02
0 744     5.125940e+02 1.069978e+02
0 745     5.204737e+02 9.953281e+01
1 0     4.060800e+02 4.233600e+02
1 1     4.488000e+02 4.392000e+02
1 2     4.578510e+02 3.881780e+02
1 3     4.250000e+02 3.910000e+02
1 10     1.788000e+02 4.260000e+02
1 13     5.484000e+02 2.976000e+02
1 14     1.486080e+02 2.954880e+02
1 15     4.890000e+02 4.550000e+02
1 16     4.884000e+02 4.548000e+02
1 20     8.294401e+01 2.799360e+02
1 23     5.126400e+02 4.089600e+02
1 25     2.885760e+02 3.974400e+02
1 26     3.427200e+02 3.024000e+01
1 29     3.216000e+02 4.188000e+02
1 32     2.088000e+02 6.840000e+01
1 34     4.593600e+02 3.542400e+02
1 36     3.400000e+02 1.310000e+02
1 52     2.108160e+02 3.283201e+01
1 53     3.876000e+02 4.272000e+02
1 54     4.520000e+02 4.220000e+02
1 55     1.140000e+02 4.164000e+02
1 56     1.920000e+02 3.492000e+02
1 57     3.332359e+02 1.039123e+02
1 59     5.760000e+01 2.328000e+02
1 60     4.440000e+01 2.424000e+02
1 61     1.730000e+02 1.440000e+02
1 62     1.700000e+02 1.380000e+02
1 63     5.160000e+01 1.440000e+02
1 65     1.296000e+02 5.280000e+01
1 67     1.440000e+02 9.600000e+01
1 68     8.640000e+01 1.452000e+02
1 70     1.530000e+02 1.970000e+02
1 76     2.370000e+02 8.500000e+01
1 77     2.376000e+02 7.560001e+01
1 78     3.900000e+01 4.090000e+02
1 79     7.200000e+01 3.828000e+02
1 80     1.284000e+02 3.408000e+02
1 81     3.948000e+02 3.792000e+02
1 82     3.720000e+02 4.220000e+02
1 84     3.500000e+02 3.960000e+02
1 85     1.704000e+02 3.744000e+02
1 86     2.900000e+02 3.970000e+02
1 88     2.256000e+02 4.272000e+02
1 89     3.672000e+02 2.712000e+02
1 91     3.859200e+02 3.211200e+02
1 93     2.316000e+02 1.452000e+02
1 94     2.124000e+02 1.500000e+02
1 95     1.512000e+02 1.972800e+02
1 96     1.704000e+02 1.368000e+02
1 98     1.320000e+02 1.008000e+02
1 100     1.896000e+02 1.896000e+02
1 102     9.360001e+01 4.320000e+01
1 104     1.700352e+02 3.732480e+02
1 105     4.219200e+02 3.614400e+02
1 107     3.492000e+02 3.960000e+02
1 108     6.600000e+01 9.360001e+01
1 109     3.672000e+02 2.707200e+02
1 110     6.428161e+01 4.147201e+01
1 112     1.180800e+02 1.468800e+02
1 113     1.488000e+02 2.328000e+02
1 114     1.051200e+02 1.929600e+02
1 117     2.268000e+02 1.572000e+02
1 118     1.105920e+02 9.331201e+01
1 120     1.137600e+02 4.147200e+02
1 121     1.140480e+02 5.011200e+01
1 122     8.121601e+01 4.492800e+01
1 123     1.140480e+02 4.164480e+02
1 124     5.328000e+01 2.836800e+02
1 126     7.050241e+01 3.815424e+02
1 127     2.916000e+02 2.568000e+02
1 128     3.711744e+02 4.209409e+02
1 131     1.065600e+02 2.721600e+02
1 132     1.344000e+02 2.628000e+02
1 133     1.486080e+02 2.315520e+02
1 134     1.065600e+02 2.433600e+02
1 135     1.327104e+02 9.953281e+01
1 137     2.246400e+02 1.762560e+02
1 138     1.699200e+02 1.368000e+02
1 139     2.004480e+02 1.071360e+02
1 140     1.900800e+02 9.072000e+01
1 141     1.702011e+02 3.762341e+02
1 142     8.640001e+01 1.451520e+02
1 143     6.635521e+01 9.331201e+01
1 145     3.931546e+02 3.782247e+02
1 146     1.192320e+02 2.730240e+02
1 149     1.907712e+02 9.953281e+01
1 150     2.882304e+02 3.960576e+02
1 151     2.367360e+02 8.640001e+01
1 153     1.969920e+02 8.709121e+01
1 156     2.332800e+02 1.382400e+02
1 157     1.517875e+02 2.314138e+02
1 160     4.976641e+01 1.443226e+02
1 161     4.230145e+02 3.608065e+02
1 162     1.036800e+02 3.628800e+02
1 163     1.144627e+02 4.976641e+01
1 165     8.659355e+01 1.463132e+02
1 168     1.069978e+02 2.413671e+02
1 169     1.045095e+02 1.940890e+02
1 170     1.692058e+02 1.443226e+02
1 171     1.074954e+02 8.659355e+01
1 172     1.343693e+02 2.567947e+02
1 173     1.361609e+02 2.293236e+02
1 176     1.719927e+02 1.361609e+02
1 179     3.525121e+02 3.939841e+02
1 183     1.710720e+02 3.749760e+02
1 184     2.280000e+01 3.840000e+02
1 188     3.060000e+02 1.404000e+02
1 190     1.490000e+02 2.960000e+02
1 192     1.044000e+02 3.624000e+02
1 203     4.080000e+02 4.236000e+02
1 205     3.642901e+02 2.627666e+02
1 206     1.920000e+02 3.490000e+02
1 207     5.246209e+02 8.916481e+01
1 208     5.515200e+02 4.449600e+02
1 209     3.939841e+01 4.084993e+02
1 211     2.760000e+01 3.768000e+02
1 214     2.094336e+02 4.769281e+01
1 215     3.960000e+02 3.790000e+02
1 216     3.840000e+01 4.092000e+02
1 218     3.344303e+02 1.403413e+02
1 219     2.124000e+02 3.360000e+01
1 220     3.260000e+02 8.700000e+01
1 222     5.142529e+02 4.084993e+02
1 223     3.260695e+02 1.074954e+02
1 227     5.135894e+02 4.090799e+02
1 229     8.040000e+01 3.528000e+02
1 232     5.184000e+02 4.116000e+02
1 236     4.564800e+02 3.888000e+02
1 237     3.334349e+02 1.169511e+02
1 238     3.547350e+02 2.257404e+02
1 239     4.572000e+02 3.888000e+02
1 240     4.950000e+02 4.290000e+02
1 242     5.360000e+02 3.150000e+02
1 244     1.210000e+02 2.720000e+02
1 246     3.432000e+02 3.000000e+01
1 247     3.440000e+02 3.000000e+01
1 248     7.200000e+01 3.830000e+02
1 249     5.512321e+02 4.458240e+02
1 252     4.110000e+02 4.520000e+02
1 253     3.600000e+01 4.370000e+02
1 254     1.790000e+02 4.260000e+02
1 255     3.801600e+01 4.095360e+02
1 256     3.594240e+02 3.939840e+02
1 257     1.699200e+02 3.744000e+02
1 258     5.260000e+02 3.350000e+02
1 259     4.390000e+02 3.200000e+02
1 260     5.520000e+02 2.980000e+02
1 261     4.720000e+02 2.860000e+02
1 266     2.988000e+02 7.680000e+01
1 272     3.296527e+02 1.254114e+02
1 304     3.660000e+02 2.650000e+02
1 397     5.889025e+02 4.271617e+02
1 399     5.500000e+02 4.160000e+02
1 400     4.250880e+02 3.905280e+02
1 401     1.050000e+02 3.630000e+02
1 404     3.312000e+01 1.425600e+02
1 416     7.920001e+01 9.072000e+01
1 418     7.800000e+01 4.080000e+01
1 453     3.670273e+02 2.695680e+02
1 554     3.360000e+02 1.230000e+02
1 731     5.100000e+02 1.092000e+02
1 732     5.100000e+02 8.880000e+01
1 737     5.101057e+02 1.057536e+02
1 738     5.101057e+02 8.957953e+01
1 739     5.225473e+02 8.957954e+01
1 740     5.088118e+02 1.039123e+02
1 742     4.976641e+02 2.332800e+02
1 744     5.101057e+02 1.069978e+02
1 745     5.150823e+02 9.953281e+01
1 747     4.980000e+02 2.330000e+02
1 752     5.241600e+02 8.928001e+01
1 757     5.076174e+02 1.045095e+02
1 761     5.123950e+02 8.957954e+01
1 762     5.250000e+02 8.900000e+01
1 771     5.097600e+02 8.812801e+01
2 0     4.046400e+02 4.233600e+02
2 2     4.544640e+02 3.888000e+02
2 9     1.260000e+02 3.000000e+01
2 10     1.752000e+02 4.260000e+02
2 12     5.616000e+02 4.003200e+02
2 19     5.976000e+02 3.072000e+02
2 20     8.294401e+01 2.799360e+02
2 23     5.114880e+02 4.095360e+02
2 26     3.398400e+02 3.024000e+01
2 30     5.064000e+02 3.276000e+02
2 32     2.052000e+02 6.840000e+01
2 34     4.561920e+02 3.542400e+02
2 35     4.147201e+02 3.525121e+02
2 36     3.370000e+02 1.310000e+02
2 38     4.884000e+02 4.140000e+02
2 39     3.024000e+02 3.499200e+02
2 52     2.090880e+02 3.283201e+01
2 57     3.296527e+02 1.039123e+02
2 58     2.328000e+02 4.380000e+02
2 59     5.400000e+01 2.328000e+02
2 60     4.100000e+01 2.430000e+02
2 61     1.700000e+02 1.440000e+02
2 62     1.670000e+02 1.370000e+02
2 63     4.680000e+01 1.440000e+02
2 64     1.416000e+02 5.400000e+01
2 67     1.404000e+02 9.600000e+01
2 68     8.160001e+01 1.452000e+02
2 70     1.490000e+02 1.990000e+02
2 74     2.420000e+02 3.200000e+01
2 75     2.316000e+02 1.284000e+02
2 76     2.340000e+02 8.400000e+01
2 77     2.340000e+02 7.920001e+01
2 78     3.480000e+01 4.092000e+02
2 79     6.720001e+01 3.840000e+02
2 80     1.244160e+02 3.404160e+02
2 81     3.931200e+02 3.787200e+02
2 82     3.680000e+02 4.220000e+02
2 83     3.340000e+02 4.470000e+02
2 85     1.670000e+02 3.750000e+02
2 86     2.880000e+02 3.970000e+02
2 88     2.217600e+02 4.276800e+02
2 89     3.636000e+02 2.712000e+02
2 91     3.830400e+02 3.211200e+02
2 92     7.920001e+01 9.504000e+01
2 93     2.289600e+02 1.411200e+02
2 95     1.488000e+02 1.980000e+02
2 96     1.668000e+02 1.368000e+02
2 98     1.281600e+02 9.936000e+01
2 99     6.960001e+01 2.280000e+02
2 100     1.857600e+02 1.900800e+02
2 101     1.598400e+02 1.929600e+02
2 104     1.667175e+02 3.757364e+02
2 105     4.190400e+02 3.614400e+02
2 109     3.628800e+02 2.707200e+02
2 110     6.013441e+01 4.147201e+01
2 112     1.152000e+02 1.468800e+02
2 113     1.452000e+02 2.328000e+02
2 114     1.022400e+02 1.929600e+02
2 115     2.088000e+02 1.080000e+02
2 116     1.569600e+02 1.022400e+02
2 117     2.240000e+02 1.600000e+02
2 118     1.088640e+02 9.331201e+01
2 119     1.980000e+02 6.000000e+01
2 122     7.672321e+01 4.354561e+01
2 125     3.456000e+01 4.089600e+02
2 126     6.739201e+01 3.836160e+02
2 127     2.903040e+02 2.574720e+02
2 131     1.036800e+02 2.737152e+02
2 132     1.320000e+02 2.630000e+02
2 133     1.451520e+02 2.332800e+02
2 134     1.036800e+02 2.433600e+02
2 135     1.285632e+02 9.953281e+01
2 136     4.608000e+01 3.600000e+01
2 138     1.670400e+02 1.368000e+02
2 139     1.969920e+02 1.071360e+02
2 141     1.676160e+02 3.749760e+02
2 142     8.294402e+01 1.451520e+02
2 143     6.220801e+01 9.331201e+01
2 145     3.911640e+02 3.792200e+02
2 146     1.161216e+02 2.716416e+02
2 147     2.246400e+02 2.039040e+02
2 149     1.886976e+02 1.016064e+02
2 150     2.861568e+02 3.960576e+02
2 152     1.575936e+02 1.016064e+02
2 157     1.492992e+02 2.314138e+02
2 158     3.317761e+02 1.202688e+02
2 160     4.727809e+01 1.443226e+02
2 161     4.188672e+02 3.608065e+02
2 162     1.002240e+02 3.628800e+02
2 164     1.144627e+02 1.468109e+02
2 165     8.062158e+01 1.463132e+02
2 168     1.045095e+02 2.413671e+02
2 170     1.667175e+02 1.443226e+02
2 171     1.045095e+02 8.957953e+01
2 172     1.313833e+02 2.567947e+02
2 173     1.343693e+02 2.299208e+02
2 175     1.361609e+02 2.436564e+02
2 176     1.684095e+02 1.361609e+02
2 177     1.469104e+02 2.114077e+02
2 179     3.511518e+02 3.941500e+02
2 180     3.372000e+02 3.888000e+02
2 181     3.379969e+02 3.877632e+02
2 182     1.908000e+02 1.032000e+02
2 183     1.679616e+02 3.732480e+02
2 188     3.030000e+02 1.400000e+02
2 190     1.460000e+02 2.960000e+02
2 192     1.008000e+02 3.628800e+02
2 202     3.513600e+02 3.931200e+02
2 203     4.044000e+02 4.236000e+02
2 204     3.888000e+02 4.132800e+02
2 206     1.896000e+02 3.492000e+02
2 207     5.204737e+02 8.916481e+01
2 208     5.472000e+02 4.452000e+02
2 212     3.888000e+02 4.140000e+02
2 213     3.700000e+02 3.120000e+02
2 214     2.073600e+02 4.976641e+01
2 215     3.930000e+02 3.790000e+02
2 216     3.500000e+01 4.100000e+02
2 218     3.314443e+02 1.403413e+02
2 219     2.100000e+02 3.240000e+01
2 220     3.230000e+02 8.800000e+01
2 221     4.890000e+02 4.140000e+02
2 222     5.101057e+02 4.080845e+02
2 225     6.768000e+01 3.830400e+02
2 228     1.900000e+02 3.490000e+02
2 229     7.700000e+01 3.530000e+02
2 231     4.572000e+02 4.344000e+02
2 233     1.891123e+02 3.483648e+02
2 236     4.550400e+02 3.888000e+02
2 237     3.309466e+02 1.169511e+02
2 238     3.511518e+02 2.257404e+02
2 239     4.548000e+02 3.888000e+02
2 241     5.070000e+02 3.280000e+02
2 242     5.313600e+02 3.153600e+02
2 244     1.180000e+02 2.720000e+02
2 246     3.408000e+02 3.000000e+01
2 248     6.800000e+01 3.840000e+02
2 250     5.140000e+02 4.110000e+02
2 251     2.970000e+02 8.400000e+01
2 253     3.400000e+01 4.370000e+02
2 254     1.750000e+02 4.260000e+02
2 255     3.456000e+01 4.095360e+02
2 256     3.566592e+02 3.919105e+02
2 257     1.670400e+02 3.744000e+02
2 259     4.370000e+02 3.200000e+02
2 260     5.484000e+02 2.976000e+02
2 261     4.700000e+02 2.880000e+02
2 262     5.910000e+02 4.550000e+02
2 263     5.112000e+02 4.089600e+02
2 264     5.628000e+02 4.008000e+02
2 265     5.616000e+02 4.008960e+02
2 266     2.964000e+02 7.680000e+01
2 272     3.260695e+02 1.218282e+02
2 398     3.369600e+02 4.262400e+02
2 401     1.020000e+02 3.630000e+02
2 404     2.880000e+01 1.440000e+02
2 405     5.200000e+02 2.940000e+02
2 406     4.944000e+02 2.892000e+02
2 414     1.260000e+02 3.000000e+01
2 416     7.632000e+01 9.072000e+01
2 429     5.450000e+02 4.410000e+02
2 453     3.628801e+02 2.695680e+02
2 554     3.340000e+02 1.240000e+02
2 569     3.888000e+02 4.147200e+02
2 571     4.190000e+02 3.620000e+02
2 731     5.064000e+02 1.092000e+02
2 732     5.064000e+02 8.880000e+01
2 738     5.051290e+02 8.957953e+01
2 739     5.165753e+02 8.957954e+01
2 740     5.052286e+02 1.039123e+02
2 742     4.959360e+02 2.332800e+02
2 744     5.051290e+02 1.069978e+02
2 745     5.125940e+02 9.953281e+01
2 748     5.060000e+02 1.100000e+02
2 752     5.208000e+02 9.000000e+01
2 757     5.046314e+02 1.045095e+02
2 761     5.088118e+02 8.957954e+01
2 762     5.210000e+02 9.000000e+01
2 771     5.068800e+02 8.928001e+01
3 0     4.026240e+02 4.233600e+02
3 2     4.510081e+02 3.888000e+02
3 3     4.200000e+02 3.910000e+02
3 7     1.644000e+02 3.768000e+02
3 12     5.587200e+02 4.003200e+02
3 14     1.425600e+02 2.966400e+02
3 17     6.220801e+01 2.861568e+02
3 19     5.947200e+02 3.052800e+02
3 23     5.080320e+02 4.095360e+02
3 25     2.833920e+02 3.974400e+02
3 26     3.369600e+02 3.024000e+01
3 29     3.153600e+02 4.176000e+02
3 33     4.520000e+02 3.890000e+02
3 34     4.541185e+02 3.525121e+02
3 36     3.324000e+02 1.308000e+02
3 37     3.312000e+02 4.464000e+02
3 52     2.056320e+02 3.283201e+01
3 53     3.816000e+02 4.284000e+02
3 57     3.260695e+02 1.003291e+02
3 58     2.316000e+02 4.380000e+02
3 59     5.040000e+01 2.340000e+02
3 61     1.670000e+02 1.440000e+02
3 62     1.640000e+02 1.380000e+02
3 63     4.400000e+01 1.440000e+02
3 64     1.382400e+02 5.472000e+01
3 66     1.080000e+02 5.000000e+01
3 67     1.368000e+02 9.840000e+01
3 68     7.920001e+01 1.452000e+02
3 70     1.460000e+02 1.990000e+02
3 73     2.232000e+02 2.076000e+02
3 76     2.304000e+02 8.640000e+01
3 77     2.320000e+02 7.600000e+01
3 78     3.168000e+01 4.104000e+02
3 79     6.480000e+01 3.840000e+02
3 80     1.224000e+02 3.420000e+02
3 81     3.900000e+02 3.792000e+02
3 83     3.320000e+02 4.470000e+02
3 84     3.444000e+02 3.972000e+02
3 85     1.650000e+02 3.770000e+02
3 86     2.844000e+02 3.972000e+02
3 89     3.620000e+02 2.720000e+02
3 90     1.896000e+02 2.496000e+02
3 91     3.800000e+02 3.230000e+02
3 93     2.256000e+02 1.452000e+02
3 95     1.464000e+02 1.980000e+02
3 96     1.644000e+02 1.380000e+02
3 98     1.260000e+02 1.008000e+02
3 99     6.720001e+01 2.280000e+02
3 100     1.814400e+02 1.900800e+02
3 101     1.548000e+02 1.956000e+02
3 102     8.784000e+01 4.176000e+01
3 103     7.488000e+01 4.464000e+01
3 104     1.642292e+02 3.762341e+02
3 105     4.176000e+02 3.614400e+02
3 107     3.441600e+02 3.960000e+02
3 108     5.904000e+01 9.360001e+01
3 109     3.614400e+02 2.707200e+02
3 110     5.702401e+01 4.147200e+01
3 112     1.123200e+02 1.468800e+02
3 113     1.425600e+02 2.332800e+02
3 114     9.792001e+01 1.944000e+02
3 115     2.070000e+02 1.100000e+02
3 116     1.540800e+02 1.022400e+02
3 117     2.208000e+02 1.584000e+02
3 118     1.051200e+02 9.360001e+01
3 119     1.956000e+02 6.000000e+01
3 121     1.071360e+02 5.011200e+01
3 122     7.430401e+01 4.492800e+01
3 126     6.480000e+01 3.844800e+02
3 127     2.865600e+02 2.563200e+02
3 128     3.657600e+02 4.219200e+02
3 131     1.002240e+02 2.747520e+02
3 132     1.278720e+02 2.626560e+02
3 133     1.434240e+02 2.332800e+02
3 134     1.008000e+02 2.433600e+02
3 135     1.244160e+02 9.953281e+01
3 136     4.320000e+01 3.600000e+01
3 137     2.188800e+02 1.771200e+02
3 138     1.641600e+02 1.368000e+02
3 139     1.929600e+02 1.065600e+02
3 140     1.843200e+02 8.928001e+01
3 141     1.638144e+02 3.753217e+02
3 142     7.948801e+01 1.451520e+02
3 143     5.806081e+01 9.331201e+01
3 145     3.881780e+02 3.782247e+02
3 146     1.140480e+02 2.730240e+02
3 147     2.232000e+02 2.073600e+02
3 150     2.840833e+02 3.960576e+02
3 151     2.301696e+02 8.709121e+01
3 152     1.534464e+02 1.016064e+02
3 153     1.891123e+02 8.709121e+01
3 154     2.015540e+02 7.216129e+01
3 157     1.468109e+02 2.314138e+02
3 158     3.297025e+02 1.202688e+02
3 161     4.180378e+02 3.608065e+02
3 162     9.704449e+01 3.632948e+02
3 164     1.119744e+02 1.468109e+02
3 165     7.962625e+01 1.468109e+02
3 168     1.020211e+02 2.438554e+02
3 170     1.642292e+02 1.373553e+02
3 171     1.015235e+02 8.659355e+01
3 172     1.283973e+02 2.567947e+02
3 173     1.313833e+02 2.329068e+02
3 175     1.361609e+02 2.364900e+02
3 176     1.648264e+02 1.361609e+02
3 177     1.469104e+02 2.042413e+02
3 178     1.791591e+02 1.182450e+02
3 179     3.493602e+02 3.941500e+02
3 180     3.348000e+02 3.900000e+02
3 181     3.359232e+02 3.877632e+02
3 182     1.896000e+02 1.032000e+02
3 183     1.642291e+02 3.757364e+02
3 188     3.010000e+02 1.400000e+02
3 190     1.430000e+02 2.960000e+02
3 192     9.792001e+01 3.628800e+02
3 201     4.110000e+02 4.170000e+02
3 203     4.017600e+02 4.233600e+02
3 206     1.860000e+02 3.492000e+02
3 207     5.150823e+02 8.957953e+01
3 208     5.460000e+02 4.452000e+02
3 214     2.073600e+02 4.976641e+01
3 215     3.900000e+02 3.800000e+02
3 216     3.240000e+01 4.116000e+02
3 218     3.296527e+02 1.397441e+02
3 219     2.070000e+02 3.300000e+01
3 222     5.080321e+02 4.084993e+02
3 224     3.636000e+02 3.756000e+02
3 225     6.393601e+01 3.853440e+02
3 228     1.860000e+02 3.500000e+02
3 233     1.866240e+02 3.483648e+02
3 236     4.507200e+02 3.888000e+02
3 238     3.475686e+02 2.293236e+02
3 242     5.300000e+02 3.150000e+02
3 243     1.866240e+02 1.144627e+02
3 246     3.372000e+02 3.000000e+01
3 247     3.380000e+02 3.000000e+01
3 248     6.600000e+01 3.850000e+02
3 249     5.443201e+02 4.458240e+02
3 251     2.940000e+02 8.400000e+01
3 252     4.060000e+02 4.510000e+02
3 255     3.283201e+01 4.112640e+02
3 257     1.641600e+02 3.758400e+02
3 258     5.196000e+02 3.348000e+02
3 262     5.880000e+02 4.550000e+02
3 263     5.088000e+02 4.104000e+02
3 264     5.580000e+02 4.008000e+02
3 265     5.581440e+02 4.008960e+02
3 266     2.928000e+02 7.680000e+01
3 269     3.344303e+02 3.881780e+02
3 272     3.224864e+02 1.182450e+02
3 278     2.840833e+02 4.354561e+01
3 401     9.900000e+01 3.640000e+02
3 402     4.528743e+02 3.533415e+02
3 403     4.150000e+02 3.530000e+02
3 404     2.600000e+01 1.440000e+02
3 405     5.160000e+02 2.940000e+02
3 407     5.412097e+02 4.375297e+02
3 408     4.536000e+02 4.334400e+02
