# Dataset: TUM
# Sequence: fr1desk
# First orb kf index 5
# Camera translation noise std: 0.07 m
# Camera rotation noise std: 0.0 m
# Landmark location noise std: 0.0 m
# Landmarks initialised with av depth: 1.0 m

10 640 1801
517.306408 516.469215 318.64304 255.313989
0 37     3.583182e+02 1.899086e+02
1 133     2.293236e+02 1.469104e+02
1 134     5.198400e+02 3.513600e+02
1 136     1.934918e+02 3.189032e+02
1 139     3.939840e+02 2.280960e+02
1 140     4.478977e+02 1.881170e+02
1 141     2.405376e+02 1.638144e+02
1 142     3.930000e+02 9.300000e+01
1 143     2.433600e+02 3.096000e+02
1 144     2.604000e+02 2.424000e+02
1 145     3.499200e+02 2.304000e+02
1 146     5.196000e+02 3.528000e+02
1 147     2.635200e+02 2.966400e+02
1 149     5.231445e+02 3.404023e+02
1 150     2.630000e+02 3.640000e+02
1 153     6.010000e+02 1.850000e+02
1 156     3.070000e+02 2.370000e+02
1 157     4.330000e+02 1.450000e+02
1 158     3.756000e+02 2.760000e+02
1 160     4.450000e+02 2.290000e+02
1 162     4.010000e+02 2.080000e+02
1 163     5.304960e+02 3.317760e+02
1 164     3.950000e+02 3.120000e+02
1 165     2.640000e+02 2.904000e+02
1 166     5.160000e+02 2.540000e+02
1 167     4.920000e+02 1.596000e+02
1 169     4.152000e+02 2.568000e+02
1 170     5.212800e+02 2.491200e+02
1 171     5.253121e+02 2.384640e+02
1 174     4.968000e+02 1.497600e+02
1 175     5.064000e+02 1.728000e+02
1 176     4.008000e+02 2.076000e+02
1 177     5.172000e+02 2.988000e+02
1 178     5.068800e+02 3.110400e+02
1 179     3.513600e+02 2.836800e+02
1 181     4.668000e+02 1.728000e+02
1 182     4.392000e+02 3.924000e+02
1 183     5.990400e+02 1.843200e+02
1 184     4.824000e+02 1.857600e+02
1 185     3.996000e+02 2.688000e+02
1 187     5.308417e+02 3.297025e+02
1 188     3.646080e+02 2.280960e+02
1 189     5.063040e+02 3.110400e+02
1 190     4.440960e+02 2.298240e+02
1 191     5.097600e+02 2.606400e+02
1 192     3.326400e+02 3.369600e+02
1 193     4.824000e+02 1.670400e+02
1 194     4.458240e+02 1.537920e+02
1 196     3.058560e+02 2.384640e+02
1 197     5.978881e+02 1.831680e+02
1 198     5.201281e+02 2.488320e+02
1 199     5.184001e+02 2.985985e+02
1 200     4.855681e+02 2.782080e+02
1 201     2.820096e+02 3.566592e+02
1 202     4.942080e+02 1.710720e+02
1 204     4.375297e+02 3.898369e+02
1 205     4.080845e+02 1.368576e+02
1 206     5.255333e+02 3.314443e+02
1 207     4.458241e+02 1.866240e+02
1 208     4.665601e+02 1.728000e+02
1 209     3.483648e+02 2.314138e+02
1 210     5.300122e+02 2.264371e+02
1 211     4.997377e+02 1.492992e+02
1 212     4.458241e+02 2.280960e+02
1 213     2.836685e+02 3.583181e+02
1 214     5.225473e+02 3.462913e+02
1 215     4.230145e+02 3.732480e+02
1 216     3.068929e+02 2.384640e+02
1 217     5.076174e+02 3.105424e+02
1 218     4.120659e+02 2.538087e+02
1 219     3.773953e+02 2.405376e+02
1 220     5.897319e+02 1.617408e+02
1 221     5.548954e+02 1.667175e+02
1 222     4.429210e+02 1.517875e+02
1 223     4.180378e+02 2.662503e+02
1 224     4.454093e+02 2.388788e+02
1 225     3.508532e+02 2.836685e+02
1 226     4.006196e+02 2.065306e+02
1 227     4.419257e+02 2.269348e+02
1 228     4.586472e+02 2.078245e+02
1 229     3.762341e+02 2.418647e+02
1 231     5.285193e+02 1.881170e+02
1 232     4.658136e+02 1.702011e+02
1 234     4.090000e+02 3.140000e+02
1 235     5.026407e+02 2.762036e+02
1 237     5.299200e+02 2.419200e+02
1 239     2.376000e+02 2.448000e+02
1 242     4.060939e+02 1.343693e+02
1 243     3.038400e+02 3.470400e+02
1 244     2.695680e+02 3.317760e+02
1 245     4.260000e+02 3.750000e+02
1 247     1.680000e+02 4.488000e+02
1 248     1.512000e+02 4.392000e+02
1 249     1.555200e+02 4.375297e+02
1 250     4.176000e+01 4.377600e+02
1 251     4.147201e+01 4.375297e+02
1 252     2.529792e+02 4.105728e+02
1 253     4.160000e+02 2.570000e+02
1 254     4.147200e+02 2.574720e+02
1 255     2.418647e+02 2.388788e+02
1 256     5.308417e+02 2.260224e+02
1 257     5.170000e+02 2.070000e+02
1 258     4.953600e+02 1.843200e+02
1 259     4.924800e+02 1.848960e+02
1 260     5.376000e+02 1.584000e+02
1 261     5.339520e+02 1.572480e+02
1 263     5.733090e+02 1.283973e+02
1 264     5.500000e+02 1.290000e+02
1 265     5.601600e+02 2.145600e+02
1 268     1.848960e+02 4.043521e+02
1 273     3.672761e+02 2.269348e+02
1 274     2.268000e+02 1.584000e+02
1 275     2.260800e+02 1.584000e+02
1 276     5.287681e+02 4.147201e+02
1 315     4.464000e+02 1.886400e+02
1 316     3.977332e+02 2.042413e+02
1 323     4.880000e+02 1.230000e+02
1 333     2.116800e+02 3.729600e+02
1 390     2.384640e+02 3.456000e+02
1 393     2.448507e+02 1.134674e+02
1 402     4.084827e+02 1.325777e+02
1 409     5.201281e+02 2.004480e+02
1 410     3.726509e+02 2.400732e+02
1 411     4.810753e+02 1.845504e+02
1 467     1.843200e+02 4.046400e+02
1 576     3.507840e+02 2.833920e+02
1 578     2.472000e+02 3.084000e+02
1 599     1.548000e+02 3.624000e+02
1 608     2.612737e+02 4.006196e+02
1 623     3.720000e+02 3.576000e+02
1 624     3.216000e+02 2.664000e+02
1 633     3.072000e+02 2.376000e+02
1 636     1.863254e+02 2.902377e+02
2 36     3.027456e+02 2.363904e+02
2 37     5.482268e+02 1.970750e+02
2 45     4.250000e+02 2.350000e+02
2 46     4.580000e+02 2.780000e+02
2 48     5.784000e+02 2.688000e+02
2 51     4.717856e+02 2.657526e+02
2 54     5.140800e+02 2.001600e+02
2 55     5.052000e+02 2.532000e+02
2 56     5.600000e+02 2.240000e+02
2 57     5.909761e+02 2.177280e+02
2 61     5.149440e+02 1.226880e+02
2 62     5.135894e+02 1.224254e+02
2 64     5.150823e+02 1.219277e+02
2 69     3.851920e+02 3.404023e+02
2 70     1.330560e+02 3.576960e+02
2 71     1.382400e+02 3.556800e+02
2 72     1.403413e+02 3.553322e+02
2 73     1.418343e+02 3.558298e+02
2 74     3.170000e+02 1.120000e+02
2 75     3.010868e+02 2.090189e+02
2 76     2.380000e+02 2.840000e+02
2 78     2.388000e+02 2.832000e+02
2 79     3.041280e+02 2.194560e+02
2 80     2.405376e+02 2.820096e+02
2 81     4.628276e+02 1.020211e+02
2 82     4.632000e+02 1.008000e+02
2 83     4.598416e+02 1.015235e+02
2 84     4.631040e+02 1.002240e+02
2 85     2.413671e+02 2.836685e+02
2 86     2.832000e+02 2.856000e+02
2 88     3.193344e+02 2.882304e+02
2 89     5.482268e+02 2.938209e+02
2 90     5.410000e+02 2.590000e+02
2 91     5.121793e+02 2.529792e+02
2 93     5.892000e+02 2.676000e+02
2 95     3.608065e+02 3.027456e+02
2 96     3.620000e+02 3.040000e+02
2 97     3.283200e+02 2.298240e+02
2 102     5.225473e+01 4.230145e+02
2 103     5.184000e+01 4.233600e+02
2 104     7.600000e+01 4.420000e+02
2 105     5.673371e+01 4.210238e+02
2 106     7.430401e+01 4.389120e+02
2 108     8.709121e+01 4.279911e+02
2 109     8.928001e+01 4.291200e+02
2 110     9.100000e+01 4.310000e+02
2 111     1.150000e+02 3.930000e+02
2 112     1.039123e+02 3.977332e+02
2 113     9.849601e+01 3.957120e+02
2 114     2.115072e+02 4.255028e+02
2 115     2.488320e+02 4.233600e+02
2 116     2.760000e+02 3.950000e+02
2 117     2.940000e+02 4.008000e+02
2 119     3.006720e+02 3.939840e+02
2 120     3.020000e+02 3.950000e+02
2 121     2.678400e+02 3.657600e+02
2 123     3.168000e+02 3.744000e+02
2 124     3.290000e+02 3.780000e+02
2 125     3.012000e+02 3.636000e+02
2 126     2.923200e+02 3.484800e+02
2 127     3.360000e+02 3.576000e+02
2 130     2.894400e+02 1.152000e+02
2 131     3.132000e+02 3.300000e+02
2 132     3.172608e+02 1.119744e+02
2 133     2.974041e+02 1.469104e+02
2 135     3.058560e+02 1.624320e+02
2 136     2.508227e+02 3.105424e+02
2 137     5.494211e+02 2.956125e+02
2 138     4.908959e+02 2.651554e+02
2 142     4.650000e+02 1.000000e+02
2 143     3.006720e+02 3.075840e+02
2 144     3.211200e+02 2.404800e+02
2 145     4.075200e+02 2.361600e+02
2 148     4.622304e+02 1.003291e+02
2 155     5.150000e+02 2.000000e+02
2 161     5.664000e+02 1.836000e+02
2 162     4.630000e+02 2.170000e+02
2 167     5.628000e+02 1.752000e+02
2 170     5.889600e+02 2.678400e+02
2 173     6.120000e+02 1.908000e+02
2 175     5.796000e+02 1.884000e+02
2 177     5.832000e+02 3.204000e+02
2 181     5.356800e+02 1.857600e+02
2 182     4.940000e+02 4.070000e+02
2 184     5.477761e+02 2.004480e+02
2 188     4.250880e+02 2.350080e+02
2 191     5.736960e+02 2.799360e+02
2 194     5.121793e+02 1.638144e+02
2 196     3.663360e+02 2.401920e+02
2 199     5.823361e+02 3.196800e+02
2 200     5.495040e+02 2.954880e+02
2 201     3.369600e+02 3.576960e+02
2 202     5.667841e+02 1.831680e+02
2 203     4.337280e+02 2.833920e+02
2 207     5.163265e+02 1.990656e+02
2 209     4.080845e+02 2.363904e+02
2 211     5.698254e+02 1.642291e+02
2 213     3.379969e+02 3.566592e+02
2 214     5.909761e+02 3.711744e+02
2 215     4.790017e+02 3.856897e+02
2 216     3.657831e+02 2.438554e+02
2 217     5.733090e+02 3.314443e+02
2 218     4.729800e+02 2.651554e+02
2 222     5.106034e+02 1.642292e+02
2 224     5.106034e+02 2.538087e+02
2 225     4.105728e+02 2.886452e+02
2 226     4.603393e+02 2.164839e+02
2 227     5.088118e+02 2.400732e+02
2 228     5.255333e+02 2.239488e+02
2 230     5.703231e+02 2.717246e+02
2 232     5.374772e+02 1.827423e+02
2 235     5.673370e+02 2.961101e+02
2 237     6.030721e+02 2.574720e+02
2 239     2.970000e+02 2.410000e+02
2 242     4.747715e+02 1.403413e+02
2 244     3.265920e+02 3.300480e+02
2 245     4.800000e+02 3.876000e+02
2 246     9.120001e+01 4.308000e+02
2 248     2.073600e+02 4.248000e+02
2 249     2.115072e+02 4.250881e+02
2 250     1.036800e+02 4.132800e+02
2 251     1.015235e+02 4.150518e+02
2 252     3.060634e+02 4.080845e+02
2 254     4.727809e+02 2.662503e+02
2 255     3.010868e+02 2.363904e+02
2 257     5.870000e+02 2.250000e+02
2 262     4.867155e+02 1.492992e+02
2 266     1.020000e+02 4.152000e+02
2 267     2.400000e+02 3.936000e+02
2 270     4.624129e+02 3.815424e+02
2 271     8.957954e+01 3.941500e+02
2 273     4.269958e+02 2.358928e+02
2 274     2.904000e+02 1.560000e+02
2 276     5.764609e+02 4.375297e+02
2 323     5.590000e+02 1.370000e+02
2 329     1.020000e+02 4.150000e+02
2 330     1.003291e+02 3.547350e+02
2 333     2.660000e+02 3.670000e+02
2 392     4.727809e+01 3.558298e+02
2 393     3.165144e+02 1.134674e+02
2 394     3.960000e+01 3.420000e+02
2 395     5.900000e+01 3.320000e+02
2 396     5.880000e+01 3.324000e+02
2 397     7.464961e+01 3.284583e+02
2 398     7.166363e+01 3.284583e+02
2 399     4.900000e+01 3.310000e+02
2 401     4.896000e+01 3.297600e+02
2 402     4.765631e+02 1.397441e+02
2 405     3.260695e+02 2.938209e+02
2 406     3.024000e+02 2.064000e+02
2 407     4.976641e+01 2.985985e+02
2 408     2.280000e+01 2.832000e+02
2 409     5.875201e+02 2.177280e+02
2 410     4.299818e+02 2.472395e+02
2 411     5.453569e+02 1.990656e+02
2 512     2.200000e+01 2.830000e+02
2 554     8.040000e+01 3.276000e+02
2 569     3.045704e+02 4.090799e+02
2 572     2.810000e+02 2.850000e+02
2 574     3.110400e+02 2.405376e+02
2 575     9.455617e+01 3.856897e+02
2 577     1.397441e+02 3.547350e+02
2 590     9.555151e+01 3.822060e+02
2 596     2.076000e+02 4.248000e+02
2 620     5.450000e+02 1.780000e+02
2 621     5.159781e+02 1.289945e+02
2 622     5.870000e+02 3.210000e+02
2 633     3.660000e+02 2.400000e+02
2 634     2.620800e+02 2.721600e+02
2 635     2.090189e+02 3.433882e+02
2 636     2.436564e+02 2.830713e+02
2 639     4.553626e+02 2.363904e+02
3 20     2.340000e+02 4.330000e+02
3 41     4.147200e+02 3.300480e+02
3 43     4.104000e+02 2.676000e+02
3 49     4.579200e+02 2.436480e+02
3 54     5.712000e+02 2.124000e+02
3 55     5.572800e+02 2.635200e+02
3 58     5.700000e+02 1.320000e+02
3 63     5.681665e+02 1.327104e+02
3 67     4.132800e+02 3.283200e+02
3 70     1.779840e+02 3.456000e+02
3 71     1.857600e+02 3.456000e+02
3 72     1.851310e+02 3.463742e+02
3 73     1.866240e+02 3.458765e+02
3 74     3.750000e+02 1.110000e+02
3 75     3.533415e+02 2.090189e+02
3 76     2.844000e+02 2.784000e+02
3 78     2.851200e+02 2.779200e+02
3 79     3.542400e+02 2.177280e+02
3 80     2.861568e+02 2.778624e+02
3 81     5.231445e+02 1.074954e+02
3 83     5.225473e+02 1.074954e+02
3 84     5.225473e+02 1.078272e+02
3 85     2.886452e+02 2.786919e+02
3 88     3.691009e+02 2.923777e+02
3 92     3.545857e+02 2.177280e+02
3 95     4.043521e+02 3.068929e+02
3 96     4.044000e+02 3.084000e+02
3 97     3.772800e+02 2.289600e+02
3 101     8.916481e+01 3.711744e+02
3 102     1.020211e+02 4.031079e+02
3 103     1.036800e+02 4.022784e+02
3 104     1.240000e+02 4.240000e+02
3 105     1.015235e+02 4.031079e+02
3 106     1.223424e+02 4.209409e+02
3 107     8.064000e+01 4.104000e+02
3 108     1.325777e+02 4.084827e+02
3 109     1.365120e+02 4.164480e+02
3 110     1.370000e+02 4.180000e+02
3 111     1.590000e+02 3.800000e+02
3 113     1.434240e+02 3.836160e+02
3 114     2.513204e+02 4.205262e+02
3 121     3.127680e+02 3.663360e+02
3 122     3.135284e+02 3.657831e+02
3 123     3.580000e+02 3.760000e+02
3 124     3.710000e+02 3.810000e+02
3 130     3.444000e+02 1.140000e+02
3 132     3.757364e+02 1.119744e+02
3 133     3.511518e+02 1.469104e+02
3 135     3.594240e+02 1.658880e+02
3 136     2.938209e+02 3.117368e+02
3 138     5.344912e+02 2.747106e+02
3 139     5.080321e+02 2.446848e+02
3 140     5.673371e+02 2.120049e+02
3 141     3.608065e+02 1.658880e+02
3 142     5.280000e+02 1.060000e+02
3 148     5.285193e+02 1.045095e+02
3 155     5.710000e+02 2.120000e+02
3 158     4.820000e+02 2.920000e+02
3 159     4.164000e+02 3.312000e+02
3 165     3.640000e+02 2.910000e+02
3 172     3.715200e+02 3.340800e+02
3 176     5.172000e+02 2.256000e+02
3 179     4.520000e+02 2.950000e+02
3 181     5.928000e+02 1.968000e+02
3 184     6.105600e+02 2.145600e+02
3 186     5.371200e+02 4.219200e+02
3 195     4.564800e+02 3.672000e+02
3 196     4.147201e+02 2.446848e+02
3 200     6.030721e+02 3.127680e+02
3 203     4.821121e+02 2.920320e+02
3 205     5.349889e+02 1.617408e+02
3 208     5.897319e+02 1.940890e+02
3 212     5.643511e+02 2.508227e+02
3 213     3.834004e+02 3.619013e+02
3 215     5.266945e+02 4.043521e+02
3 216     4.155495e+02 2.463437e+02
3 222     5.648487e+02 1.716941e+02
3 225     4.586472e+02 2.938209e+02
3 226     5.175706e+02 2.239488e+02
3 233     4.001219e+02 3.523462e+02
3 236     4.836000e+02 2.928000e+02
3 238     3.490000e+02 2.410000e+02
3 239     3.412800e+02 2.419200e+02
3 243     4.044000e+02 3.564000e+02
3 244     3.715201e+02 3.352320e+02
3 245     5.270000e+02 4.050000e+02
3 246     1.368000e+02 4.176000e+02
3 247     2.640000e+02 4.308000e+02
3 248     2.505600e+02 4.190400e+02
3 249     2.509056e+02 4.188672e+02
3 250     1.486080e+02 3.991680e+02
3 251     1.468109e+02 3.981313e+02
3 255     3.493602e+02 2.329068e+02
3 262     5.482268e+02 1.576600e+02
3 266     1.483200e+02 3.988800e+02
3 267     2.820000e+02 3.912000e+02
3 268     2.820096e+02 3.898369e+02
3 269     1.393459e+02 3.632948e+02
3 271     1.373553e+02 3.851920e+02
3 275     3.438720e+02 1.555200e+02
3 277     9.000000e+01 4.450000e+02
3 278     9.000000e+01 4.452000e+02
3 279     8.700000e+01 4.350000e+02
3 280     8.709121e+01 4.354561e+02
3 281     9.072000e+01 4.435200e+02
3 282     1.492992e+02 4.255028e+02
3 283     4.665601e+01 3.991680e+02
3 284     7.776000e+01 3.556800e+02
3 285     7.776001e+01 3.559680e+02
3 286     1.430000e+02 4.220000e+02
3 287     7.776001e+01 3.974400e+02
3 288     8.709121e+01 3.707597e+02
3 289     1.368000e+02 4.449600e+02
3 290     1.365120e+02 4.458240e+02
3 291     1.244160e+02 4.230145e+02
3 292     1.284000e+02 4.452000e+02
3 293     2.339021e+02 4.304794e+02
3 294     2.350080e+02 4.337280e+02
3 301     2.627666e+02 2.866545e+02
3 302     4.192322e+02 3.332359e+02
3 303     1.368000e+02 3.355200e+02
3 304     1.965773e+02 3.284583e+02
3 305     1.970750e+02 3.296527e+02
3 306     4.752000e+01 1.944000e+02
3 307     4.700000e+01 1.950000e+02
3 308     4.561921e+01 1.949184e+02
3 309     9.000000e+01 3.250000e+02
3 310     2.940000e+02 3.070000e+02
3 311     1.264896e+02 3.131136e+02
3 312     3.900000e+01 2.930000e+02
3 313     3.974400e+01 2.920320e+02
3 314     6.480000e+01 2.318400e+02
3 315     5.664000e+02 2.100000e+02
3 316     5.159781e+02 2.221573e+02
3 317     5.880000e+01 2.700000e+02
3 318     7.464961e+01 2.695680e+02
3 319     4.300000e+01 2.560000e+02
3 320     4.320000e+01 2.557440e+02
3 321     5.971969e+01 2.513204e+02
3 322     5.723137e+01 2.339021e+02
3 325     2.505600e+02 4.199041e+02
3 326     6.300000e+01 4.310000e+02
3 327     6.048001e+01 4.216320e+02
3 328     6.220801e+01 4.205262e+02
3 329     1.480000e+02 4.000000e+02
3 330     1.492992e+02 3.433882e+02
3 331     4.970000e+02 3.900000e+02
3 332     4.968000e+02 3.900000e+02
3 335     1.486080e+02 4.250880e+02
3 337     1.254114e+02 4.210238e+02
3 390     3.369600e+02 3.421440e+02
3 391     9.745921e+01 3.379969e+02
3 392     9.455617e+01 3.408999e+02
3 393     3.762341e+02 1.134674e+02
3 395     1.070000e+02 3.160000e+02
3 396     1.094400e+02 3.153600e+02
3 397     1.244160e+02 3.135284e+02
3 398     1.224254e+02 3.135284e+02
3 399     1.008000e+02 3.120000e+02
3 400     1.016064e+02 3.131136e+02
