# Dataset: TUM
# Sequence: fr1desk
# First orb kf index 2
# Camera translation noise std: 0.02 m
# Camera rotation noise std: 0.0 m
# Landmark location noise std: 0.0 m
# Landmarks initialised with av depth: 1.0 m

63 2869 13298
517.306408 516.469215 318.64304 255.313989
0 0     5.460480e+02 1.658880e+02
0 461     4.528743e+02 1.965773e+02
0 462     1.970750e+02 1.289945e+02
0 464     1.340000e+02 3.540000e+02
0 465     3.224863e+02 3.463742e+02
0 467     5.339520e+02 1.486080e+02
0 468     5.231445e+02 1.504936e+02
0 469     5.076173e+02 1.368576e+02
0 470     1.851310e+02 5.673371e+01
0 472     5.583791e+02 2.239488e+02
0 473     5.457600e+02 1.656000e+02
0 474     2.090189e+02 3.160167e+02
0 475     2.044800e+02 3.096000e+02
0 476     3.456000e+02 3.084000e+02
0 478     5.460480e+02 2.194560e+02
0 479     4.622304e+02 1.648264e+02
0 480     5.148000e+02 1.824000e+02
0 481     1.308000e+02 2.112000e+02
0 482     5.125940e+02 1.841357e+02
0 483     4.926874e+02 1.761731e+02
0 486     4.790017e+02 1.721088e+02
0 489     5.303109e+02 1.934918e+02
0 524     1.642292e+02 2.149909e+02
0 2779     1.200000e+02 2.712000e+02
1 0     5.253121e+02 1.779840e+02
1 1     3.320000e+02 3.420000e+02
1 2     1.589760e+02 7.776001e+01
1 3     1.596000e+02 7.800000e+01
1 5     5.648487e+02 3.010868e+02
1 6     4.881600e+02 1.526400e+02
1 7     2.280000e+01 2.652000e+02
1 8     9.800000e+01 3.280000e+02
1 10     4.478977e+02 1.804032e+02
1 11     5.385600e+02 2.548800e+02
1 12     4.596480e+02 1.935360e+02
1 13     4.821121e+02 2.056320e+02
1 14     8.900000e+01 4.050000e+02
1 15     2.530000e+02 4.140000e+02
1 16     2.142720e+02 4.008960e+02
1 17     5.280000e+01 3.756000e+02
1 18     6.000000e+01 3.672000e+02
1 64     3.200000e+02 1.920000e+02
1 69     9.849601e+01 3.680640e+02
1 70     5.598721e+02 1.658880e+02
1 71     5.640000e+02 1.704000e+02
1 72     5.598721e+02 1.692058e+02
1 73     5.702401e+02 1.783296e+02
1 74     5.724000e+02 1.848000e+02
1 75     5.474305e+02 1.592525e+02
1 76     5.720000e+02 1.850000e+02
1 77     5.690000e+02 1.810000e+02
1 80     1.380000e+02 2.440000e+02
1 81     5.184001e+02 2.032128e+02
1 83     4.812000e+02 2.052000e+02
1 84     4.809600e+02 2.059200e+02
1 85     2.926265e+02 2.717246e+02
1 86     2.936218e+02 2.712269e+02
1 87     4.824000e+02 1.896000e+02
1 90     3.195003e+02 2.239488e+02
1 91     3.300480e+02 2.125440e+02
1 93     2.988000e+02 2.112000e+02
1 94     4.959360e+02 1.952640e+02
1 95     2.322432e+02 2.654208e+02
1 96     1.368576e+02 2.446848e+02
1 97     2.016000e+02 2.145600e+02
1 98     2.030000e+02 2.160000e+02
1 99     2.177280e+02 2.592000e+02
1 101     5.054400e+02 1.814400e+02
1 103     5.175706e+02 1.741824e+02
1 104     1.721088e+02 2.446848e+02
1 105     4.458240e+02 2.004480e+02
1 106     3.209933e+02 1.791591e+02
1 107     2.404800e+02 1.771200e+02
1 108     3.384000e+02 1.569600e+02
1 109     3.170000e+02 1.640000e+02
1 110     5.090000e+02 8.200000e+01
1 111     5.101057e+02 8.087041e+01
1 112     2.920000e+02 1.470000e+02
1 113     3.410000e+02 1.450000e+02
1 114     2.000610e+02 2.747106e+02
1 119     5.275239e+02 2.289255e+02
1 120     2.844000e+02 1.932000e+02
1 122     2.903040e+02 1.907712e+02
1 123     4.560000e+02 2.088000e+02
1 124     3.214081e+02 1.783296e+02
1 125     5.592000e+02 9.840000e+01
1 127     3.160000e+02 1.530000e+02
1 128     3.156000e+02 1.524000e+02
1 129     3.085517e+02 1.667175e+02
1 130     5.581440e+02 9.849601e+01
1 132     3.576960e+02 1.382400e+02
1 133     3.433882e+02 1.433273e+02
1 134     3.093120e+02 1.434240e+02
1 135     3.297025e+02 1.347840e+02
1 136     3.168000e+02 1.308000e+02
1 137     2.747106e+02 1.433273e+02
1 140     5.132161e+02 1.572480e+02
1 141     3.200000e+01 4.060000e+02
1 142     2.433600e+02 4.176000e+02
1 144     2.004480e+02 3.957120e+02
1 145     7.320001e+01 7.920001e+01
1 146     9.936000e+01 3.672000e+02
1 147     5.412000e+02 1.956000e+02
1 149     5.470000e+02 1.590000e+02
1 150     5.460480e+02 1.589760e+02
1 151     5.583791e+02 1.672151e+02
1 152     5.280000e+02 1.800000e+02
1 154     4.640000e+02 3.280000e+02
1 158     4.100000e+01 3.940000e+02
1 164     5.432833e+02 1.969920e+02
1 165     5.420000e+02 1.960000e+02
1 166     5.414400e+02 1.958400e+02
1 167     5.425920e+02 1.987200e+02
1 168     5.285193e+02 1.791591e+02
1 170     5.303109e+02 1.791591e+02
1 171     5.434492e+02 2.030470e+02
1 172     5.338940e+02 1.397441e+02
1 173     5.300122e+02 1.393459e+02
1 175     5.246209e+02 1.327104e+02
1 176     5.125940e+02 1.368576e+02
1 177     5.250000e+02 1.330000e+02
1 178     5.244000e+02 1.332000e+02
1 179     5.235840e+02 1.330560e+02
1 204     3.252000e+02 2.292000e+02
1 205     9.256552e+01 3.404023e+02
1 206     9.120001e+01 3.420000e+02
1 245     2.280000e+01 2.700000e+02
1 247     5.184000e+02 2.039040e+02
1 248     4.320000e+02 1.987200e+02
1 249     4.368000e+02 1.980000e+02
1 250     5.589763e+02 1.003291e+02
1 251     5.290000e+02 2.310000e+02
1 252     2.330000e+02 2.660000e+02
1 253     2.293236e+02 2.544059e+02
1 254     1.907712e+02 2.301696e+02
1 255     4.872961e+02 2.156544e+02
1 256     4.780800e+02 2.160000e+02
1 257     4.560000e+02 2.090000e+02
1 258     4.406400e+02 2.016000e+02
1 259     4.320000e+02 1.992000e+02
1 260     2.400732e+02 1.755759e+02
1 261     5.287681e+02 9.331201e+01
1 262     5.598721e+02 9.745921e+01
1 263     5.083200e+02 8.208000e+01
1 269     1.365120e+02 2.453760e+02
1 270     3.265920e+02 3.490560e+02
1 271     3.268800e+02 3.484800e+02
1 272     5.803200e+02 2.088000e+02
1 273     3.888000e+01 3.456000e+02
1 276     5.142529e+02 1.617408e+02
1 277     3.332359e+02 3.332359e+02
1 282     2.410000e+02 2.250000e+02
1 283     6.100000e+01 4.370000e+02
1 285     5.600000e+01 4.240000e+02
1 287     1.930000e+02 2.060000e+02
1 291     2.610000e+02 1.550000e+02
1 292     2.840000e+02 1.940000e+02
1 293     2.160000e+02 4.010000e+02
1 295     1.760000e+02 2.920000e+02
1 297     3.228000e+02 2.868000e+02
1 298     3.144000e+02 3.048000e+02
1 299     3.309466e+02 3.408999e+02
1 300     3.410000e+02 3.210000e+02
1 302     2.401920e+02 2.246400e+02
1 304     4.080000e+01 3.936000e+02
1 305     3.211200e+02 1.713600e+02
1 306     2.916000e+02 1.464000e+02
1 307     2.808000e+02 1.440000e+02
1 308     3.348000e+02 1.500000e+02
1 309     3.576000e+02 1.392000e+02
1 310     2.424000e+02 3.540000e+02
1 311     1.918080e+02 2.056320e+02
1 313     3.312000e+02 3.420000e+02
1 314     3.379969e+02 3.214081e+02
1 315     1.932000e+02 3.312000e+02
1 318     2.148000e+02 4.008000e+02
1 319     2.004000e+02 3.948000e+02
1 320     1.600000e+02 3.910000e+02
1 321     4.644000e+02 1.620000e+02
1 322     3.080000e+02 4.460000e+02
1 323     3.139200e+02 3.038400e+02
1 324     2.310000e+02 2.690000e+02
1 325     1.450000e+02 3.460000e+02
1 326     4.520000e+02 1.340000e+02
1 327     2.700000e+02 1.950000e+02
1 328     3.192000e+02 2.400000e+02
1 329     2.988000e+02 2.136000e+02
1 331     2.304000e+02 2.678400e+02
1 332     2.203200e+02 2.577600e+02
1 333     3.240000e+02 2.289600e+02
1 334     3.234817e+02 2.218752e+02
1 335     4.176000e+01 3.931200e+02
1 337     4.521600e+02 1.339200e+02
1 338     6.192000e+01 4.363200e+02
1 340     4.848000e+02 2.148000e+02
1 342     3.571200e+02 1.382400e+02
1 345     3.153600e+02 1.526400e+02
1 348     4.631040e+02 1.624320e+02
1 349     1.915200e+02 2.059200e+02
1 351     3.359232e+02 3.209933e+02
1 352     3.231360e+02 2.868480e+02
1 353     3.144960e+02 3.041280e+02
1 354     1.428000e+02 3.072000e+02
1 355     1.425600e+02 3.067200e+02
1 356     1.260000e+02 2.388000e+02
1 359     2.001600e+02 3.945600e+02
1 361     2.692800e+02 1.944000e+02
1 362     1.223424e+02 3.773953e+02
1 363     1.857600e+02 1.353600e+02
1 364     2.799360e+02 1.676160e+02
1 365     7.948801e+01 4.181760e+02
1 366     5.702401e+01 4.250880e+02
1 367     3.283200e+02 1.339200e+02
1 368     9.936000e+01 3.283200e+02
1 371     1.843200e+02 1.296000e+02
1 372     1.990656e+02 2.762036e+02
1 373     2.467584e+02 4.147201e+02
1 374     2.609280e+02 1.537920e+02
1 375     3.386880e+02 3.214080e+02
1 376     1.617408e+02 2.363904e+02
1 377     3.151873e+02 3.027456e+02
1 379     2.529792e+02 4.105728e+02
1 380     2.404800e+02 2.246400e+02
1 381     4.644864e+02 1.617408e+02
1 382     3.144960e+02 2.453760e+02
1 383     2.695680e+02 1.952640e+02
1 384     1.219277e+02 3.782247e+02
1 385     4.953600e+02 2.088000e+02
1 386     3.185050e+02 1.567642e+02
1 388     3.283200e+02 1.347840e+02
1 389     4.734720e+02 1.071360e+02
1 390     4.389397e+02 2.000610e+02
1 391     9.745921e+01 3.276288e+02
1 392     2.612737e+02 1.542759e+02
1 394     1.555200e+02 3.905280e+02
1 395     4.628276e+02 1.617408e+02
1 396     8.501761e+01 2.633472e+02
1 399     2.405376e+02 2.239488e+02
1 400     3.196800e+02 2.384640e+02
1 401     3.297025e+02 2.115072e+02
1 402     3.234817e+02 2.861568e+02
1 403     2.954880e+02 2.730240e+02
1 404     6.220801e+01 4.371841e+02
1 405     4.959360e+02 2.073600e+02
1 406     4.769280e+02 2.160000e+02
1 407     3.335040e+02 1.486080e+02
1 408     5.806081e+01 4.230145e+02
1 410     1.762560e+02 2.882304e+02
1 411     9.704449e+01 3.284583e+02
1 412     2.478367e+02 4.180378e+02
1 413     1.881170e+02 1.343693e+02
1 417     2.633472e+02 1.534464e+02
1 420     3.309466e+02 2.090189e+02
1 421     2.413671e+02 2.239488e+02
1 422     7.166363e+01 4.150518e+02
1 423     5.723137e+01 4.230145e+02
1 425     2.339021e+02 3.981313e+02
1 426     3.309466e+02 2.239488e+02
1 427     1.821451e+02 1.074954e+02
1 428     8.360757e+01 2.657526e+02
1 429     4.980623e+02 2.078245e+02
1 430     4.717856e+02 2.120049e+02
1 431     3.165144e+02 3.045704e+02
1 432     2.139955e+02 2.587853e+02
1 434     3.334349e+02 1.542759e+02
1 435     2.209629e+02 2.687386e+02
1 438     3.214081e+02 3.566592e+02
1 439     1.463132e+02 3.045704e+02
1 441     1.881170e+02 2.060329e+02
1 442     2.436564e+02 2.185741e+02
1 443     2.544059e+02 2.006582e+02
1 445     4.765631e+02 1.934918e+02
1 446     4.622304e+02 1.612432e+02
1 447     1.755759e+02 2.472395e+02
1 448     3.332359e+02 2.078245e+02
1 449     3.224864e+02 1.791591e+02
1 451     3.045704e+02 2.388788e+02
1 452     2.436564e+02 2.651554e+02
1 454     1.433273e+02 2.436564e+02
1 455     3.254723e+02 1.642292e+02
1 456     3.165144e+02 1.552712e+02
1 457     2.651554e+02 1.540768e+02
1 458     3.284583e+02 3.433882e+02
1 459     9.674590e+01 3.296527e+02
1 461     4.407314e+02 2.006582e+02
1 464     1.380000e+02 3.690000e+02
1 465     3.189032e+02 3.583182e+02
1 466     5.120000e+02 1.610000e+02
1 467     5.124000e+02 1.620000e+02
1 468     5.016454e+02 1.642292e+02
1 469     4.890240e+02 1.520640e+02
1 470     1.783296e+02 8.709121e+01
1 472     5.399655e+02 2.339021e+02
1 473     5.256000e+02 1.785600e+02
1 474     2.115072e+02 3.284583e+02
1 476     3.408000e+02 3.216000e+02
1 478     5.287681e+02 2.298240e+02
1 479     4.454093e+02 1.816474e+02
1 480     4.980000e+02 1.944000e+02
1 483     4.747715e+02 1.911030e+02
1 515     2.078245e+02 1.218282e+02
1 524     1.612432e+02 2.358928e+02
1 527     2.811802e+02 1.667175e+02
1 2779     1.224000e+02 2.904000e+02
2 0     5.391360e+02 1.935360e+02
2 1     3.530000e+02 3.470000e+02
2 4     2.980000e+02 3.380000e+02
2 7     6.100000e+01 2.680000e+02
2 9     5.774400e+02 2.736000e+02
2 10     4.613760e+02 1.969920e+02
2 14     1.212000e+02 3.972000e+02
2 15     2.748000e+02 4.116000e+02
2 16     2.361600e+02 3.988800e+02
2 17     8.640000e+01 3.696000e+02
2 18     9.200000e+01 3.630000e+02
2 61     3.939841e+01 2.799360e+02
2 62     2.130000e+02 2.400000e+02
2 63     2.880000e+01 2.606400e+02
2 64     3.410000e+02 2.070000e+02
2 69     1.296000e+02 3.646080e+02
2 70     5.760000e+02 1.857600e+02
2 71     5.772000e+02 1.860000e+02
2 72     5.748020e+02 1.841357e+02
2 73     5.847553e+02 1.990656e+02
2 74     5.856000e+02 2.004000e+02
2 75     5.619457e+02 1.762560e+02
2 76     5.870000e+02 2.010000e+02
2 77     5.840000e+02 1.980000e+02
2 85     3.135284e+02 2.806826e+02
2 86     3.135284e+02 2.786919e+02
2 88     1.860000e+02 2.436000e+02
2 90     3.404023e+02 2.358928e+02
2 92     3.340800e+02 2.462400e+02
2 94     5.121793e+02 2.115072e+02
2 95     2.550528e+02 2.737152e+02
2 99     2.413671e+02 2.662503e+02
2 101     5.232000e+02 1.968000e+02
2 102     5.356801e+02 1.918080e+02
2 103     5.325005e+02 1.891123e+02
2 104     1.987200e+02 2.540160e+02
2 105     4.603393e+02 2.156544e+02
2 107     2.649600e+02 1.900800e+02
2 109     3.370000e+02 1.780000e+02
2 110     5.250000e+02 1.020000e+02
2 111     5.266945e+02 1.016064e+02
2 114     2.221573e+02 2.830713e+02
2 115     3.480000e+02 2.330000e+02
2 116     2.678400e+02 2.471040e+02
2 119     5.434492e+02 2.418647e+02
2 123     4.723200e+02 2.232000e+02
2 124     3.412800e+02 1.915200e+02
2 126     3.283200e+02 1.828800e+02
2 131     3.260000e+02 1.660000e+02
2 135     3.504384e+02 1.513728e+02
2 138     4.176000e+01 2.505600e+02
2 140     5.287681e+02 1.745280e+02
2 141     6.700000e+01 3.980000e+02
2 143     2.436480e+02 4.008960e+02
2 144     2.239488e+02 3.919105e+02
2 148     5.736000e+02 1.836000e+02
2 149     5.610000e+02 1.760000e+02
2 151     5.733090e+02 1.851310e+02
2 152     5.440000e+02 1.960000e+02
2 153     5.287681e+02 1.537920e+02
2 159     2.563200e+02 3.974400e+02
2 161     3.015844e+02 4.001219e+02
2 164     5.581440e+02 2.142720e+02
2 167     5.572800e+02 2.116800e+02
2 169     5.374772e+02 1.576600e+02
2 170     5.482268e+02 1.970750e+02
2 171     5.613651e+02 2.209629e+02
2 172     5.449421e+02 1.567642e+02
2 173     5.474305e+02 1.555200e+02
2 174     5.474305e+02 1.990656e+02
2 176     5.275239e+02 1.517875e+02
2 178     5.388000e+02 1.524000e+02
2 179     5.385600e+02 1.526400e+02
2 198     7.084801e+01 3.352320e+02
2 200     4.907520e+02 2.246400e+02
2 204     3.456000e+02 2.436000e+02
2 205     1.194394e+02 3.408999e+02
2 206     1.209600e+02 3.412800e+02
2 208     5.723137e+01 2.786919e+02
2 236     3.600000e+01 4.116000e+02
2 245     6.000000e+01 2.712000e+02
2 246     3.153200e+02 2.794882e+02
2 247     5.339520e+02 2.194560e+02
2 248     4.507200e+02 2.145600e+02
2 249     4.520000e+02 2.160000e+02
2 250     5.733090e+02 1.194394e+02
2 251     5.450000e+02 2.440000e+02
2 252     2.580000e+02 2.750000e+02
2 253     2.579891e+02 2.615723e+02
2 254     2.160000e+02 2.401920e+02
2 255     5.028481e+02 2.298240e+02
2 256     4.939200e+02 2.304000e+02
2 257     4.728000e+02 2.232000e+02
2 259     4.512000e+02 2.160000e+02
2 260     2.651554e+02 1.899086e+02
2 261     5.432833e+02 1.140480e+02
2 262     5.743873e+02 1.181952e+02
2 263     5.241600e+02 1.022400e+02
2 270     3.507840e+02 3.473280e+02
2 271     3.484800e+02 3.528000e+02
2 272     5.947200e+02 2.246400e+02
2 274     1.886976e+02 9.538561e+01
2 277     3.547350e+02 3.368191e+02
2 278     6.840000e+01 4.272000e+02
2 281     2.670000e+02 2.470000e+02
2 282     2.650000e+02 2.350000e+02
2 286     3.560000e+02 1.660000e+02
2 288     2.652000e+02 1.896000e+02
2 290     2.160000e+02 1.480000e+02
2 291     2.850000e+02 1.700000e+02
2 292     3.060000e+02 2.060000e+02
2 295     2.030000e+02 2.960000e+02
2 297     3.450000e+02 2.950000e+02
2 298     3.360000e+02 3.120000e+02
2 300     3.590000e+02 3.280000e+02
2 301     2.676000e+02 2.460000e+02
2 302     2.664000e+02 2.352000e+02
2 306     3.124800e+02 1.612800e+02
